"target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"ENSMUST00000231737.2",6.59657237976075e-08,0.00218742340112866,29.1797299567254,76.3692981457736,1,3.27986618722268,10.9098997351105,0.00601818488683111,10.9038815502237,0.580348703236656,10.9038815502237
"ENSMUST00000150576.8",1.4948422087185e-07,0.00247844838205527,27.5960435145254,11.1548829366189,1,6.39170495143584,1.59355470523127,0.0258967930397675,1.56765791219151,0.0751686347259131,1.56765791219151
